Seq2Seq20slg,translation
THIS BE X-WE INTENTION .,this is our intention.
"DE YESTERDAY , MEDIA TELL X-WE THAT OPEL PLANT IN ANTWERP WILL DESC-CLOSE .","de yesterday, the media told us that the opel plant in antwerp will close."
THIS BE DESC-JUST ONE DESC-MANY EXAMPLE JOB BE LOSE IN EUROPE .,this is just one of many examples of jobs being lost in europe.
"NEXT THURSDAY , EUROPEAN DESC-INDUSTRIAL TRADE UNION WILL BE HOLD DAY DEMONSTRATION THROUGHOUT EUROPE .","next thursday, the european industrial trade union will be holding a day of demonstrations throughout europe."
X-Y BE CALL FOR JOB AND FUTURE EUROPE AS DESC-INDUSTRIAL BASE TO BE SAFEGUARD .,they are calling for jobs and the future of europe as an industrial base to be safeguarded.
X-YOU WORK PROGRAM DO DESC-NOT PROVIDE DESC-VERY DESC-DEFINITIVE INFORMATION IN THIS RESPECT .,your work programme does not provide very definitive information in this respect.
X-YOU HAVE DESC-JUST REFER TO GUIDELINE AND EUROPE 2020 POSITION PAPER .,you have just referred to guidelines and the europe 2020 position paper.
"IN X-MY VIEW , THIS BE DESC-NOT SPECIFIC DESC-ENOUGH .","in my view, this is not specific enough."
X-YOU SHOULD PROVIDE EXAMPLE .,you should provide an example.
THAT BE DESC-ONLY WAY TO DO X-IT .,that is the only way to do it.
"FUS MR PRESIDENT , COMMISSIONER , UNEMPLOYMENT AND EXCLUSION AMONG DESC-YOUNG PEOPLE BE DESC-BIG PROBLEM .","fi mr president, commissioner, unemployment and exclusion among young people are big problems."
"AS X-YOU HAVE SAY , 20 % DESC-YOUNG PEOPLE BE DESC-UNEMPLOYED .","as you have said, 20 % of young people are unemployed."
THIS WOULD DESC-REFORE REQUIRE DESC-LARGE AMOUNT LABOR MIGRATION .,this would therefore require a large amount of labour migration.
"IN X-MY OPINION , DESC-RE BE SOMETHING CONTRADICTION DESC-HERE .","in my opinion, there is something of contradiction here."
WHAT BE EUROPEAN STRATEGY ON THIS ISSUE ?,what is the european strategy on this issue?
CAN X-WE DESC-NOT BRING ABOUT DESC-SUCH STRATEGY ?,can we not bring about such a strategy?
X-WE SOCIETY WILL DESC-ALWAYS PAY DESC-BIG PRICE FOR EXCLUSION .,our society will always pay a big price for exclusion.
X-I WANT TO WIN THIS COMPETITIVENESS BATTLE DESC-GLOBALLY .,i want to win this competitiveness battle globally.
DESC-RE BE NO CONTRADICTION BETWEEN HAVE DESC-LONGER WORK LIFE AND HAVE SOME IMMIGRATION TO EUROPE .,there is no contradiction between having a longer working life and having some immigration to europe.
THIS SHOW THAT DESC-RE BE PROBLEM MISMATCH BETWEEN SUPPLY AND DEMAND FOR LABOR .,this shows that there is a problem of a mismatch between supply and demand for labour.
DESC-RE BE LOT TO DO IN THIS AREA .,there is a lot to do in this area.
X-I BELIEVE THAT PENSION REFORM BE DESC-ALSO WAY CONTRIBUTE TO THAT .,i believe that pension reform is also a way of contributing to that.
X-Y HAVE DESC-NOT DO DESC-SO .,they have not done so.
"IN FACT , X-IT HAVE BE DESC-POSSIBLE TO KEEP PEOPLE IN WORK FOR DESC-LONGER .","in fact, it has been possible to keep people in work for longer."
X-WE KNOW UNEMPLOYMENT RATE IN THIS DESC-SOCIAL GROUP BE DESC-CURRENTLY DESC-VERY DESC-HIGH .,we know the unemployment rate in this social group is currently very high.
HOW DO X-YOU ASSESS PROGRAM ?,how do you assess the programme?
"WHAT CAN X-YOU OFFER AND PROPOSE TODAY , MR BARROSO , TO DESC-YOUNG PEOPLE EUROPE ?","what can you offer and propose today, mr barroso, to the young people of europe?"
"DE MR BARROSO , X-I HAVE TO DISAGREE WITH X-YOU .","de mr barroso, I have to disagree with you."
THAT BE DESC-NOT DESC-TRUE .,that is not true.
X-YOU HAVE DESC-SIMPLY FAIL TO INCLUDE THIS IN STRATEGY AND X-I BE WONDER WHY .,you have simply failed to include this in the strategy and I am wondering why.
WHY DO THIS DESC-NOT FORM PART EUROPE 2020 ?,why does this not form part of europe 2020?
WHAT BE COMMISSION INTEND TO DO ?,what is the commission intending to do?
"GROWTH , DESC-NOT DESC-ONLY DESC-SMART GROWTH AND DESC-EQUITABLE GROWTH , BUT DESC-ALSO DESC-SUSTAINABLE GROWTH .","growth, not only smart growth and equitable growth, but also sustainable growth."
"IN FACT , IN SOME MEMBER STATE , DESC-RE BE DESC-GREAT POTENTIAL FOR THIS .","in fact, in some member states, there are great potential for this."
DESC-RE BE SOME MEMBER STATE WHERE EMPLOYMENT RATE FOR WOMAN BE DESC-STILL DESC-VERY DESC-MUCH DESC-LOWER THAN FOR MAN .,there are some member states where employment rates for women are still very much lower than for men.
X-I THINK X-IT BE DESC-INTERESTING .,i think it is interesting.
"THANK X-YOU , COLLEAGUE , FOR BE DESC-ACTIVE DURING DESC-LAST HOUR .","thank you, colleagues, for being active during the last hour."
X-WE WILL DESC-ALSO MEET NEXT MONTH DURING QUESTION HOUR WITH PRESIDENT BARROSO .,we will also meet next month during a question hour with president barroso.
EU STRATEGY FOR RELATION WITH LATIN AMERICA DEBATE,eu strategy for relations with latin america debate
"X-IT BE DESC-CLEAR , DESC-HOWEVER , THAT DESC-GREAT DEAL DESC-STILL REMAIN TO BE DO .","it is clear, however, that a great deal still remains to be done."
"THIS SUMMIT BE DESC-NOT , DESC-HOWEVER , DESC-JUST ANOR SUMMIT , MR ASHTON .","this summit is not, however, just another summit, mr ashton."
"AT THIS ONE , DESC-VERY DESC-CLEAR ISSUE BE GO TO BE AT STAKE .","at this one, a very clear issue is going to be at stake."
X-I WOULD LIKE TO BEGIN BY THANK MR SALAFRANCA FOR X-HE DESC-EXCELLENT REPORT .,i would like to begin by thanking mr salafranca for his excellent report.
X-WE DESC-JOINT EFFORT BE DESC-CENTRAL TO DEVELOP DESC-CONSISTENT POLICY AND DESC-STRONG PRESENCE IN REGION .,our joint efforts are central to developing a consistent policy and strong presence in the region.
"AS REPORT DESC-RIGHTLY POINT OUT , PARTNERSHIP HAVE BE SUCCESS .","as the report rightly points out, partnership has been a success."
"TODAY , EU BE LATIN AMERICA X-POSS DESC-SECOND DESC-LARGEST TRADING PARTNER AND DESC-BIGGEST INVESTOR IN REGION .","today, the eu is latin america's second largest trading partner and biggest investor in the region."
X-I BE DESC-PLEASED X-WE HAVE TAKE NUMBER INITIATIVE SINCE DESC-N .,i am pleased we have taken a number of initiatives since then.
X-Y STRENGN X-WE RELATIONSHIP . DIALOGUE .,they strengthen our relationship. dialogue.
DESC-RE BE DESC-ALSO DESC-MUCH THAT X-WE CAN DO IN PRACTICE ON DESC-REGIONAL INTEGRATION .,there is also much that we can do in practice on regional integration.
"WITH REGARD TO SUMMIT , X-I AGREE DESC-VERY DESC-MUCH THAT THIS BE DESC-IMPORTANT OCCASION .","with regard to the summit, I agree very much that this is an important occasion."
X-I BE DESC-VERY DESC-KEEN TO HEAR VIEW FROM MEMBER THIS HOUSE AND TO RESPOND TO ANY QUESTION .,i am very keen to hear the views from members of this house and to respond to any questions.
"ALL DESC-SAME , X-I REGRET ABSENCE CONCRETE MEASURE AND DESC-GENUINE DEVELOPMENT STRATEGY .","all the same, I regret the absence of concrete measures and genuine development strategies."
X-WE HAVE DESC-ALSO EMPHASISE OBSERVANCE ILO CONVENTION THAT BE FLOUT IN COLOMBIUM .,we have also emphasised the observance of the ilo conventions that are flourishing in colombia.
MINIMUM DESC-ENVIRONMENTAL AND DESC-SOCIAL STANDARD MUST BE RESPECT .,minimum environmental and social standards must be respected.
AIM EU LATIN AMERICAN PARTNERSHIP BE DESC-NOT DESC-JUST TO PROTECT DESC-COMMERCIAL PROFIT .,the aim of the eu latin american partnership is not just to protect commercial profits.
DESC-FREE TRADE AGREEMENT WITH PERU AND COLOMBIUM BE DESC-VERY DESC-POOR COUNTEREXAMPLE .,the free trade agreement with peru and colombia is a very poor COUNterexamples.
X-WE DUTY BE TO ENCOURAGE DESC-REGIONAL INTEGRATION AND TO OPPOSE ANY SIGN AGREEMENT THAT WOULD WEAKEN DESC-SUCH INTEGRATION .,our duty is to encourage regional integration and to oppose any signing of agreements that would weaken such integration.
"X-WE DESC-ALSO NEED TO DEVELOP ASSOCIATION AGREEMENT WITH MEXICO AND CHILE , WHICH HAVE BE DESC-REAL SUCCESS .","we also need to develop an association agreement with mexico and chile, which has been a real success."
X-YOU BE DESC-AWARE THAT MAY SUMMIT BE DESC-EXCELLENT OPPORTUNITY FOR DRIVE DESC-FORWARD RELATION BETWEEN TWO PARTY .,you are aware that may the summit be an excellent opportunity for driving forward relations between the two parties.
SPANISH PRESIDENCY BE TO BE CONGRATULATE ON WORK X-IT HAVE DO IN THIS REGARD .,the spanish presidency is to be congratulated on the work it has done in this regard.
"X-I DO , DESC-HOWEVER , ADMIT THAT X-WE HAVE SUCCEED IN SOME ASPECT .","i do, however, admit that we have succeeded in some aspects."
X-I THINK THAT SE BE DESC-MAJOR STEP DESC-FORWARD .,i think that these are major steps forward.
X-I WOULD LIKE TO END WITH SPECIFIC QUESTION TO MR ASHTON,i would like to end with a specific question to mr ashton
X-I WILL CONTINUE IN ENGLISH .,i will continue in english.
"DESC-RE BE PROTEST UNDER WAY IN BRAZIL , IN WHICH HUNDRED DESC-CIVIL SOCIETY ORGANIZATION BE PARTICIPATE .","there are protests under way in brazil, in which hundreds of civil society organisations are participating."
DESC-RE BE DESC-ALSO DESC-LEGAL PROCEEDINGS UNDER WAY IN BRAZIL .,there are also legal proceedings under way in brazil.
DESC-SO THIS DESC-LARGELY DESC-DEMOCRATIC REGION WITH WHOM X-WE HAVE DESC-MUCH IN DESC-COMMON MUST DESC-NOT BE FORGET .,so this largely democratic region with whom we have much in common must not be forgotten.
"BRAZIL , ALONG WITH MEXICO , BE DESC-NOW DESIGNATE AS EU DESC-STRATEGIC PARTNER .","brazil, along with mexico, is now designated as an eu strategic partner."
VEZ AND CASTRO X-POSS CUBA . WORRY SIGN FOLLOW DESC-DISREPUTABLE EXAMPLE CH ?,the worrying signs follow the disputed example of chávez and castro's cuba.
"DESC-SO , X-WE NEED DESC-GENUINE COOPERATION AND SUPPORT IN THAT .","so, we need genuine cooperation and support in that."
"DESC-RECENTLY , STEPHEN ROTH INSTITUTE PUBLISH REPORT WHICH HIGHLIGHT DESC-SEVERAL DESC-SOMEWHAT DESC-UNPLEASANT ASPECT THIS ISSUE .","recently, stephen roth institute published a report which highlighted several somewhat unpleasant aspects of this issue."
NCHEZ NEYRA X-POSS REPORT CONTAIN DESC-MANY DESC-INTERESTING THING .,nchez neyra's report contains many interesting things.
X-IT BE DESC-VERY DESC-COMPREHENSIVE .,it is very comprehensive.
"DESC-HOWEVER , X-I REGRET THAT REPORT DO DESC-NOT TACKLE TWO DESC-ESSENTIAL ISSUE MORE DESC-DIRECTLY .","however, I regret that the report does not tackle two essential issues more directly."
X-WE BELIEVE THAT X-WE SHOULD DEVOTE X-OURSELVES TO THOSE ISSUE THAT BE DESC-STRICTLY DESC-ESSENTIAL .,we believe that we should devote ourselves to those issues that are strictly essential.
"DESC-HOWEVER , X-I BELIEVE THAT DESC-RE BE DESC-GREAT DEAL DESC-UNTAPPED POTENTIAL FOR BOOST TRADE BETWEEN BOTH REGION .","however, I believe that there is a great deal of untapped potential for boosting trade between both regions."
THIS BE WHY EUROPEAN UNION MUST PROVIDE RESOURCE FOR PROMOTE EUROPEAN PRODUCT ON LATIN AMERICAN MARKET .,this is why the european union must provide resources for promoting europeans products on the latin american market.
"IN THIS REGARD , SOME ROMANIAN PRODUCT DESC-ALREADY HAVE MARKET OUTLET IN LATIN AMERICA .","in this regard, some romanian products already have market outlets in latin america."
"X-WE DESC-NATIONAL CAR , DACIUM , BE ONE EXAMPLE X-I CAN GIVE THIS .","our national car, dacia, is one example I can give of this."
"NCHEZ NEYRA . , X-I , DESC-TOO , WOULD LIKE TO CONGRATULATE MR SALAFRANCA X-S ?","mr chávez neyra., I, too, would like to congratulate mr salafranca's?"
X-I THINK THAT THIS BE DESC-VERY DESC-IMPORTANT REPORT .,i think that this is a very important report.
"THIS BE GO TO BE DESC-EXTREMELY DESC-IMPORTANT FOR EUROPEAN UNION AND , ABOVE ALL , FOR LATIN AMERICA .","this is going to be extremely important for the european union and, above all, for latin america."
"DESC-HOWEVER , LADY AND GENTLEMAN , X-WE NEED TO HELP LATIN AMERICA .","however, ladies and gentlemen, we need to help latin america."
X-WE NEED TO HELP LATIN AMERICAN PEOPLE .,we need to help the latin american people.
X-WE DESC-ALWAYS NEED TO KEEP THIS VISION IN MIND .,we always need to keep this vision in mind.
"IN ORDER TO WORK IN LATIN AMERICA , X-WE DESC-ALSO NEED TO HAVE SUPPORT EUROPEAN ENTERPRISE .","in order to work in latin america, we also need to have support of european enterprises."
LET X-WE JOIN DESC-TOGER WITH X-Y DESC-SO THAT X-WE CAN BE DESC-STRONGER .,let us join together with them so that we can be stronger.
X-WE HAVE MAKE DESC-GREAT DEAL PROGRESS SINCE 199WE HAVE DESC-SIMILAR VALUE AND DESC-HUMAN RIGHTS AND X-WE BE DESC-ALSO LINK BY DESIRE FOR DEMOCRACY AND PEACE .,we have made a great deal of progress since 199we have similar values and human rights and we are also linked by a desire for democracy and peace.
"DESC-HOWEVER , DESC-ACTUAL CONDITION IN TWO CONTINENT BE DESC-VERY DESC-DIFFERENT .","however, the actual conditions in the two continents are very different."
"DESC-FORTUNATELY , X-WE DO DESC-NOT HAVE AS DESC-MANY PROBLEM .","fortunately, we do not have as many problems."
X-I BELIEVE THAT THIS WOULD DEEPEN PARTNERSHIP DESC-EVEN DESC-FURR AND DESC-REALLY HELP X-WE TO MAKE MORE PROGRESS .,i believe that this would deepen partnership even further and really help us to make more progress.
DESC-RE BE DESC-NEVERLESS ONE EXCEPTION .,there is nevertheless one exception.
"IN MARCH , X-WE DISCUSS DESC-HERE SITUATION IN CUBA .","in march, we discussed here the situation in cuba."
"DESC-HOWEVER , REGION DO DESC-NOT DESERVE THIS .","however, the region does not deserve this."
"LATIN AMERICA BE DESC-SIGNIFICANT PARTNER FOR EU , DESC-EVEN WITHOUT CUBAN REGIME .","latin america is a significant partner for the eu, even without a cuban regime."
"BARONESS , X-I WOULD URGE X-YOU PLEASE TO ANSWER X-MY FOLLOW QUESTION .","baroness, I would urge you please to answer my following questions."
X-I WOULD LIKE ANSWER PLEASE .,i would like an answer please.
"DESC-HOWEVER , X-IT BE FACT THAT SE PRINCIPLE BE DESC-OFTEN VIOLATE .","however, it is a fact that these principles are often violated."
"IN ADDITION , AROUND 42 MILLION PEOPLE IN LATIN AMERICA BE DESC-ILLITERATE .","in addition, around 42 million people in latin america are illiterate."
EUROPEAN UNION BE BOTH DESC-MAIN INVESTOR IN LATIN AMERICA AND DESC-IMPORTANT TRADING PARTNER .,the european union is both the main investor in latin america and an important trading partner.
DESC-RE BE DESC-STILL WORK TO BE DO IN THIS AREA AND IMPROVEMENT DESC-STILL NEED TO BE MAKE .,there is still work to be done in this area and improvements still need to be made.
"EL MADAM PRESIDENT , X-I WISH TO CONGRATULATE MR SALAFRANCA ON X-HE DESC-HIGHLY INTEGRATE AND SUBSTANTIATE REPORT .","el madam president, I wish to congratulate mr salafranca on his highly integrated and substantive report."
X-I THINK THAT THIS BE WHAT X-WE SHOULD RETAIN FROM TODAY X-POSS REPORT .,i think that this is what we should retain from today's report.
X-I CAN DESC-NOT HELP BUT STRESS DESC-STRATEGIC IMPORTANCE DESC-GOOD RELATION WITH LATIN AMERICA .,i cannot help but stress the strategic importance of good relations with latin america.
OBJECTIVE BE TO DOT DESC-FINAL X-I X-POSS AND TO WRAP DESC-UP NEGOTIATION .,the objective is to DOT final I's and to speed up negotiations.
ASSOCIATION AGREEMENT BE DESC-IMPORTANT FOR DESC-CENTRAL AMERICA .,the association agreement is important for central america.
"NO , ABOVE ALL , X-IT MUST IMPROVE SITUATION DESC-ORDINARY CITIZEN AND DESC-SMALL BUSINESS .","no, above all, it must improve the situation of ordinary citizens and small businesses."
"GA MADAM PRESIDENT , X-I DESC-WELCOME THIS REPORT AND X-I COMMEND RAPPORTEUR ON X-HE DESC-EXCELLENT WORK .","ga madam president, I welcome this report and I commend the rapporteur on his excellent work."
X-I WOULD LIKE TO DRAW ATTENTION TO TRADE AFFAIR BETWEEN EUROPEAN UNION AND LATIN AMERICA .,i would like to draw attention to trade affairs between the european union and latin america.
X-IT MUST BE ENSURE THAT TRADE AFFAIR BE DISCUSS ON LEVEL PLAY FIELD .,it must be ensured that trade affairs are discussed on a level playing field.
EUROPEAN FARMER AND PRODUCER MUST ADHERE TO DESC-MANY RULE AND X-Y PRODUCE DESC-HIGH QUALITY FOOD AND GOODS .,european farmers and producers must adhere to many rules and they produce high quality food and goods.
X-IT BE DESC-NOT DESC-JUST FOR BENEFIT EUROPEAN PRODUCER THAT X-WE SHOULD LOOK AT THIS ISSUE .,it is not just for the benefit of european producers that we should look at this issue.
EUROPEAN UNION HAVE DO DESC-EXCELLENT WORK AS REGARD PROTECT AND STRENGN CONSUMER RIGHTS AND HEALTH .,the european union has done excellent work as regards protecting and strengthening consumer rights and health.
PRESIDENT CUT OFF SPEAKER,the president cut off the speaker
"PL MADAM PRESIDENT , X-I WILL TRY DESC-ACTUALLY TO KEEP TO ONE MINUTE .","pl madam president, I will try actually to keep to one minute."
IF DESC-ONLY EVERYONE DESC-REALLY DO DESC-LIVE IN DESC-SUCH CONDITION .,if only everyone really did live in such conditions.
"IN BOLIVIUM , FOR EXAMPLE , DESC-APPROXIMATELY 60 % POPULATION DESC-LIVE BELOW POVERTY LINE .","in bolivia, for example, approximately 60 % of the population live below the poverty line."
